LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,ParameterList,Message
131,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:23.294,25746,INFO,nova.osapi_compute.wsgi.server,req-033d97b9-69e4-4acd-9029-f0d7b9370645 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"[' ', '<*>', ' ', ' ', '""', 'POST', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.0847020']",3670a4a8,"<*> ""POST <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0847020"
132,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:23.428,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['Total', ' ', 'usable', ' ', 'vcpus', ':', ' ', '<*>', ',', ' ', 'total', ' ', 'allocated', ' ', 'vcpus', ':', ' ', '<*>']",f436579e,"Total usable vcpus: <*>, total allocated vcpus: <*>","['16', '0']","Total usable vcpus: 16, total allocated vcpus: 0"
133,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:23.429,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['Final', ' ', 'resource', ' ', 'view', ':', ' ', 'name', '=', 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us', ' ', 'phys_ram', '=', '64172MB', ' ', 'used_ram', '=', '<*>', ' ', 'phys_disk', '=', '15GB', ' ', 'used_disk', '=', '<*>', ' ', 'total_vcpus', '=', '<*>', ' ', 'used_vcpus', '=', '<*>', ' ', 'pci_stats', '=', '[', ']']",5d3776cd,Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=<*> phys_disk=15GB used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=[],"['512MB', '0GB', '16', '0']",Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=512MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[]
134,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:23.489,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['Compute_service', ' ', 'record', ' ', 'updated', ' ', 'for', ' ', 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us', ':', 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us']",12b67311,Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,[],Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us
135,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:25.147,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['Unknown', ' ', 'base', ' ', 'file', ':', ' ', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",9f8fe8c0,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,[],Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
136,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:25.148,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['Removable', ' ', 'base', ' ', 'files', ':', ' ', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",585dae77,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,[],Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
137,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:25.148,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['Base', ' ', 'or', ' ', 'swap', ' ', 'file', ' ', 'too', ' ', 'young', ' ', 'to', ' ', 'remove', ':', ' ', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",c443f3fd,Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,[],Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
138,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:30.178,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['Unknown', ' ', 'base', ' ', 'file', ':', ' ', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",9f8fe8c0,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,[],Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
139,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:30.179,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['Removable', ' ', 'base', ' ', 'files', ':', ' ', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",585dae77,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,[],Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
140,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:30.181,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"['Removing', ' ', 'base', ' ', 'or', ' ', 'swap', ' ', 'file', ':', ' ', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",0fa9285a,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,[],Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742
141,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:32.777,25746,INFO,nova.osapi_compute.wsgi.server,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'POST', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.4846020']",3670a4a8,"<*> ""POST <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.4846020"
142,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:32.985,25746,INFO,nova.osapi_compute.wsgi.server,req-1c34c9ba-7c24-486f-9aa1-914e6415fc66 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2032580']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2032580"
143,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:33.089,2931,INFO,nova.compute.claims,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', 'd96a117b-0193-4549-bdcc-63b917273d1d', ']', ' ', 'Attempting', ' ', 'claim', ':', ' ', 'memory', ' ', '<*>', ' ', 'MB', ',', ' ', 'disk', ' ', '<*>', ' ', 'GB', ',', ' ', 'vcpus', ' ', '<*>', ' ', 'CPU']",649b9389,"[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU","['d96a117b-0193-4549-bdcc-63b917273d1d', '2048', '20', '1']","[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
144,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:33.091,2931,INFO,nova.compute.claims,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', 'd96a117b-0193-4549-bdcc-63b917273d1d', ']', ' ', 'Total', ' ', 'memory', ':', ' ', '<*>', ' ', 'MB', ',', ' ', 'used', ':', ' ', '512.00', ' ', 'MB']",889a065a,"[instance: <*>] Total memory: <*> MB, used: 512.00 MB","['d96a117b-0193-4549-bdcc-63b917273d1d', '64172']","[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Total memory: 64172 MB, used: 512.00 MB"
145,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:33.092,2931,INFO,nova.compute.claims,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', 'd96a117b-0193-4549-bdcc-63b917273d1d', ']', ' ', 'memory', ' ', 'limit', ':', ' ', '96258.00', ' ', 'MB', ',', ' ', 'free', ':', ' ', '95746.00', ' ', 'MB']",afea322e,"[instance: <*>] memory limit: 96258.00 MB, free: 95746.00 MB",['d96a117b-0193-4549-bdcc-63b917273d1d'],"[instance: d96a117b-0193-4549-bdcc-63b917273d1d] memory limit: 96258.00 MB, free: 95746.00 MB"
146,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:33.092,2931,INFO,nova.compute.claims,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', 'd96a117b-0193-4549-bdcc-63b917273d1d', ']', ' ', 'Total', ' ', 'disk', ':', ' ', '<*>', ' ', 'GB', ',', ' ', 'used', ':', ' ', '0.00', ' ', 'GB']",47908185,"[instance: <*>] Total disk: <*> GB, used: 0.00 GB","['d96a117b-0193-4549-bdcc-63b917273d1d', '15']","[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Total disk: 15 GB, used: 0.00 GB"
147,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:33.093,2931,INFO,nova.compute.claims,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', 'd96a117b-0193-4549-bdcc-63b917273d1d', ']', ' ', 'disk', ' ', 'limit', ' ', 'not', ' ', 'specified', ',', ' ', 'defaulting', ' ', 'to', ' ', 'unlimited']",b6262c55,"[instance: <*>] disk limit not specified, defaulting to unlimited",['d96a117b-0193-4549-bdcc-63b917273d1d'],"[instance: d96a117b-0193-4549-bdcc-63b917273d1d] disk limit not specified, defaulting to unlimited"
148,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:33.093,2931,INFO,nova.compute.claims,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', 'd96a117b-0193-4549-bdcc-63b917273d1d', ']', ' ', 'Total', ' ', 'vcpu', ':', ' ', '<*>', ' ', 'VCPU', ',', ' ', 'used', ':', ' ', '0.00', ' ', 'VCPU']",49e1c065,"[instance: <*>] Total vcpu: <*> VCPU, used: 0.00 VCPU","['d96a117b-0193-4549-bdcc-63b917273d1d', '16']","[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Total vcpu: 16 VCPU, used: 0.00 VCPU"
149,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:33.093,2931,INFO,nova.compute.claims,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', 'd96a117b-0193-4549-bdcc-63b917273d1d', ']', ' ', 'vcpu', ' ', 'limit', ' ', 'not', ' ', 'specified', ',', ' ', 'defaulting', ' ', 'to', ' ', 'unlimited']",1c72f1dd,"[instance: <*>] vcpu limit not specified, defaulting to unlimited",['d96a117b-0193-4549-bdcc-63b917273d1d'],"[instance: d96a117b-0193-4549-bdcc-63b917273d1d] vcpu limit not specified, defaulting to unlimited"
150,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:33.126,2931,INFO,nova.compute.claims,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', 'd96a117b-0193-4549-bdcc-63b917273d1d', ']', ' ', 'Claim', ' ', 'successful']",ad03d9ef,[instance: <*>] Claim successful,['d96a117b-0193-4549-bdcc-63b917273d1d'],[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Claim successful
151,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:33.180,25746,INFO,nova.osapi_compute.wsgi.server,req-bb798c56-02c1-4910-afe1-cf37fdf05e3b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.1902869']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1902869"
152,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:33.376,25746,INFO,nova.osapi_compute.wsgi.server,req-425db137-40f4-4163-acca-c43a54f135c7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.1916969']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/d96a117b-0193-4549-bdcc-63b917273d1d HTTP/1.1"" status: 200 len: 1708 time: 0.1916969"
153,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:33.745,2931,INFO,nova.virt.libvirt.driver,req-5c8f52bd-8e3c-41f0-95a5-7861d247cafa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"['[', 'instance', ':', ' ', 'd96a117b-0193-4549-bdcc-63b917273d1d', ']', ' ', 'Creating', ' ', 'image']",50e0ef31,[instance: <*>] Creating image,['d96a117b-0193-4549-bdcc-63b917273d1d'],[instance: d96a117b-0193-4549-bdcc-63b917273d1d] Creating image
154,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:34.649,25746,INFO,nova.osapi_compute.wsgi.server,req-91265cb3-65b6-438e-91a9-a4e8ac3714d7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2671440']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2671440"
155,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:11:34.908,2931,INFO,nova.compute.manager,-,"['[', 'instance', ':', ' ', 'a015cf14-84bb-4156-a48d-7c4824ac7a9d', ']', ' ', 'VM', ' ', 'Stopped', ' ', '(Lifecycle', ' ', 'Event)']",74098f89,[instance: <*>] VM Stopped (Lifecycle Event),['a015cf14-84bb-4156-a48d-7c4824ac7a9d'],[instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] VM Stopped (Lifecycle Event)
156,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:34.927,25746,INFO,nova.osapi_compute.wsgi.server,req-d09fddb3-8afa-4d8f-a400-494aad29e9c8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2735381']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2735381"
157,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:36.199,25746,INFO,nova.osapi_compute.wsgi.server,req-d083d3b6-88a1-4af0-b0ff-8adc0dfea774 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2661309']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2661309"
158,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:36.470,25746,INFO,nova.osapi_compute.wsgi.server,req-44728780-6d8a-4bdb-8440-fdce3253364e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2660699']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2660699"
159,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:37.744,25746,INFO,nova.osapi_compute.wsgi.server,req-16da8660-30be-44ba-990e-63231063b762 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2677679']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2677679"
160,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:38.016,25746,INFO,nova.osapi_compute.wsgi.server,req-0e06bc07-8dc9-459a-9796-81ec99d6d085 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2669740']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2669740"
161,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:39.283,25746,INFO,nova.osapi_compute.wsgi.server,req-a40c78d6-9f83-4945-86c5-11d623eb41b7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2620499']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2620499"
162,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:39.550,25746,INFO,nova.osapi_compute.wsgi.server,req-cb466503-b438-4e85-b0aa-c543398c97d2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2626660']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2626660"
163,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:40.828,25746,INFO,nova.osapi_compute.wsgi.server,req-3520ffde-5536-40dd-ba9d-ef1581a27b18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2727239']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2727239"
164,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:41.093,25746,INFO,nova.osapi_compute.wsgi.server,req-88f886f0-8d8a-4a1c-9a81-bd954933df8f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2616799']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2616799"
165,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:42.371,25746,INFO,nova.osapi_compute.wsgi.server,req-5109428d-2e28-4e45-bc21-e205311b0c37 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2707500']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2707500"
166,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:42.608,25746,INFO,nova.osapi_compute.wsgi.server,req-f0b73f56-6769-4493-9510-f68c4f463312 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2313168']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2313168"
167,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:43.981,25746,INFO,nova.osapi_compute.wsgi.server,req-96bb2855-71cc-4c4c-8ffb-03336d12219e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.3673830']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3673830"
168,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:11:44.261,25746,INFO,nova.osapi_compute.wsgi.server,req-54b8381a-ee9b-4e94-a9dc-53762e6f6f33 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[' ', '<*>', ' ', ' ', '""', 'GET', ' ', ' ', '<*>', ' ', 'HTTP', ' ', '<*>', ' ', 'status', ':', ' ', '<*>', ' ', 'len', ':', ' ', '<*>', ' ', 'time', ':', ' ', '0.2742689']",b6a0df50,"<*> ""GET <*> HTTP <*> status: <*> len: <*> time: <*>",[],"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2742689"
