LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList,Message
143,081111,063451,31,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.allocateBlock', ':', ' ', '/user/root/randtxt5/_temporary/_task_200811101024_0012_m_001554_0/part-01554.', ' ', ' ', '<*>', ' ']",3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,"['/user/root/randtxt5/_temporary/_task_200811101024_0012_m_001554_0/part-01554.', 'blk_5183831565578080242']",BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001554_0/part-01554. blk_5183831565578080242
144,081111,063459,21912,INFO,dfs.DataNode$DataXceiver,"['Receiving', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'src', ':', ' ', '/<*>', ' ', 'dest', ':', ' ', '/<*>']",bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_3248835454898465560', '10.251.42.84:40950', '10.251.42.84:50010']",Receiving block blk_3248835454898465560 src: /10.251.42.84:40950 dest: /10.251.42.84:50010
145,081111,063514,35,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.allocateBlock', ':', ' ', '/user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709.', ' ', ' ', '<*>', ' ']",3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,"['/user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709.', 'blk_3776895047834644694']",BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. blk_3776895047834644694
146,081111,063636,28,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.addStoredBlock', ':', ' ', 'blockMap', ' ', 'updated', ':', ' ', '<*>', ' ', 'is', ' ', 'added', ' ', 'to', ' ', ' ', '<*>', ' ', ' ', 'size', ' ', '<*>']",5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.43.192:50010', 'blk_8521306385156958668', '67108864']",BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_8521306385156958668 size 67108864
147,081111,063859,22169,INFO,dfs.DataNode$DataXceiver,"['Receiving', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'src', ':', ' ', '/<*>', ' ', 'dest', ':', ' ', '/<*>']",bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_1606295458729964667', '10.251.214.32:47910', '10.251.214.32:50010']",Receiving block blk_1606295458729964667 src: /10.251.214.32:47910 dest: /10.251.214.32:50010
148,081111,063923,35,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.addStoredBlock', ':', ' ', 'blockMap', ' ', 'updated', ':', ' ', '<*>', ' ', 'is', ' ', 'added', ' ', 'to', ' ', ' ', '<*>', ' ', ' ', 'size', ' ', '<*>']",5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.203.149:50010', 'blk_-7282356322111075290', '67108864']",BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-7282356322111075290 size 67108864
149,081111,063944,31,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.addStoredBlock', ':', ' ', 'blockMap', ' ', 'updated', ':', ' ', '<*>', ' ', 'is', ' ', 'added', ' ', 'to', ' ', ' ', '<*>', ' ', ' ', 'size', ' ', '<*>']",5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.122.65:50010', 'blk_-5330522460969948971', '67108864']",BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_-5330522460969948971 size 67108864
150,081111,064011,22583,INFO,dfs.DataNode$PacketResponder,"['PacketResponder', ' ', '<*>', ' ', 'for', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'terminating']",dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_1077394056781488']",PacketResponder 2 for block blk_1077394056781488 terminating
151,081111,064106,33,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.allocateBlock', ':', ' ', '/user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709.', ' ', ' ', '<*>', ' ']",3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,"['/user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709.', 'blk_6054235487623373096']",BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. blk_6054235487623373096
152,081111,064209,22299,INFO,dfs.DataNode$PacketResponder,"['PacketResponder', ' ', '<*>', ' ', 'for', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'terminating']",dc2c74b7,PacketResponder <*> for block <*> terminating,"['2', 'blk_-7256345477493725857']",PacketResponder 2 for block blk_-7256345477493725857 terminating
153,081111,064322,6765,INFO,dfs.DataNode$PacketResponder,"['Received', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'of', ' ', 'size', ' ', '<*>', ' ', 'from', ' ', '/', ' ', '<*>', ' ']",198933df,Received block <*> of size <*> from / <*>,[],Received block blk_3480684347183600958 of size 67108864 from /10.251.111.209
154,081111,064501,34,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.allocateBlock', ':', ' ', '/user/root/randtxt5/_temporary/_task_200811101024_0012_m_001635_0/part-01635.', ' ', ' ', '<*>', ' ']",3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,"['/user/root/randtxt5/_temporary/_task_200811101024_0012_m_001635_0/part-01635.', 'blk_9034993982993401678']",BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001635_0/part-01635. blk_9034993982993401678
155,081111,064603,32,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.addStoredBlock', ':', ' ', 'blockMap', ' ', 'updated', ':', ' ', '<*>', ' ', 'is', ' ', 'added', ' ', 'to', ' ', ' ', '<*>', ' ', ' ', 'size', ' ', '<*>']",5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.31.5:50010', 'blk_-1821104627978106102', '67108864']",BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.5:50010 is added to blk_-1821104627978106102 size 67108864
156,081111,064615,22671,INFO,dfs.DataNode$DataXceiver,"['Receiving', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'src', ':', ' ', '/<*>', ' ', 'dest', ':', ' ', '/<*>']",bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8116683912654412228', '10.251.39.179:42019', '10.251.39.179:50010']",Receiving block blk_8116683912654412228 src: /10.251.39.179:42019 dest: /10.251.39.179:50010
157,081111,064710,22306,INFO,dfs.DataNode$PacketResponder,"['PacketResponder', ' ', '<*>', ' ', 'for', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'terminating']",dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-8329840785892216949']",PacketResponder 0 for block blk_-8329840785892216949 terminating
158,081111,064806,22602,INFO,dfs.DataNode$PacketResponder,"['PacketResponder', ' ', '<*>', ' ', 'for', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'terminating']",dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_8254500345987409515']",PacketResponder 0 for block blk_8254500345987409515 terminating
159,081111,064823,22556,INFO,dfs.DataNode$DataXceiver,"['Receiving', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'src', ':', ' ', '/<*>', ' ', 'dest', ':', ' ', '/<*>']",bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_-4657886075935807358', '10.251.31.160:53084', '10.251.31.160:50010']",Receiving block blk_-4657886075935807358 src: /10.251.31.160:53084 dest: /10.251.31.160:50010
160,081111,064835,22032,INFO,dfs.DataNode$DataXceiver,"['Receiving', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'src', ':', ' ', '/<*>', ' ', 'dest', ':', ' ', '/<*>']",bbb51b95,Receiving block <*> src: /<*> dest: /<*>,"['blk_8201813022998766557', '10.251.203.4:51404', '10.251.203.4:50010']",Receiving block blk_8201813022998766557 src: /10.251.203.4:51404 dest: /10.251.203.4:50010
161,081111,065205,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_-4438918035940270891', '10.251.71.193:50010']",BLOCK* NameSystem.delete: blk_-4438918035940270891 is added to invalidSet of 10.251.71.193:50010
162,081111,065205,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_5616920288053661280', '10.251.42.9:50010']",BLOCK* NameSystem.delete: blk_5616920288053661280 is added to invalidSet of 10.251.42.9:50010
163,081111,065206,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_1815340037591016775', '10.250.9.207:50010']",BLOCK* NameSystem.delete: blk_1815340037591016775 is added to invalidSet of 10.250.9.207:50010
164,081111,065208,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_2154193600525549460', '10.251.43.147:50010']",BLOCK* NameSystem.delete: blk_2154193600525549460 is added to invalidSet of 10.251.43.147:50010
165,081111,065211,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_5580254744888391593', '10.251.201.204:50010']",BLOCK* NameSystem.delete: blk_5580254744888391593 is added to invalidSet of 10.251.201.204:50010
166,081111,065217,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_-1641081065757890722', '10.251.107.242:50010']",BLOCK* NameSystem.delete: blk_-1641081065757890722 is added to invalidSet of 10.251.107.242:50010
167,081111,065217,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_5505696082121135363', '10.251.214.130:50010']",BLOCK* NameSystem.delete: blk_5505696082121135363 is added to invalidSet of 10.251.214.130:50010
168,081111,065218,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_5689009809369418749', '10.251.91.84:50010']",BLOCK* NameSystem.delete: blk_5689009809369418749 is added to invalidSet of 10.251.91.84:50010
169,081111,065220,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_8155177385081669900', '10.251.197.161:50010']",BLOCK* NameSystem.delete: blk_8155177385081669900 is added to invalidSet of 10.251.197.161:50010
170,081111,065224,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_247452006316846355', '10.250.6.191:50010']",BLOCK* NameSystem.delete: blk_247452006316846355 is added to invalidSet of 10.250.6.191:50010
171,081111,065224,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_2657997043417110888', '10.250.13.240:50010']",BLOCK* NameSystem.delete: blk_2657997043417110888 is added to invalidSet of 10.250.13.240:50010
172,081111,065225,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_-323838382557775734', '10.251.202.209:50010']",BLOCK* NameSystem.delete: blk_-323838382557775734 is added to invalidSet of 10.251.202.209:50010
173,081111,065225,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_-719470845056640928', '10.251.90.64:50010']",BLOCK* NameSystem.delete: blk_-719470845056640928 is added to invalidSet of 10.251.90.64:50010
174,081111,065225,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_-7999375661905777727', '10.251.106.37:50010']",BLOCK* NameSystem.delete: blk_-7999375661905777727 is added to invalidSet of 10.251.106.37:50010
175,081111,065226,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_-2451769929123196359', '10.251.199.159:50010']",BLOCK* NameSystem.delete: blk_-2451769929123196359 is added to invalidSet of 10.251.199.159:50010
176,081111,065227,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_3231389654886008065', '10.251.195.52:50010']",BLOCK* NameSystem.delete: blk_3231389654886008065 is added to invalidSet of 10.251.195.52:50010
177,081111,065227,26,INFO,dfs.FSNamesystem,"['BLOCK*', ' ', 'NameSystem.delete', ':', ' ', ' ', '<*>', ' ', ' ', 'is', ' ', 'added', ' ', 'to', ' ', 'invalidSet', ' ', 'of', ' ', '<*>']",d63ef163,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>,"['blk_3637945019239882309', '10.251.198.196:50010']",BLOCK* NameSystem.delete: blk_3637945019239882309 is added to invalidSet of 10.251.198.196:50010
178,081111,065229,19,INFO,dfs.FSDataset,"['Deleting', ' ', 'block', ' ', ' ', '<*>', ' ', ' ', 'file', ' ', '/mnt/hadoop/dfs/data/current/subdir58/', ' ', '<*>', ' ']",dc6edd61,Deleting block <*> file <*> <*>,[],Deleting block blk_-7423574498760490375 file /mnt/hadoop/dfs/data/current/subdir58/blk_-7423574498760490375
